Date,School,Class,Student Name,Status
2024-01-09,Tampines Primary,P4-2,Cheryl Lim,Present
2024-01-09,Tampines Primary,P4-2,Evelyn Ong,Present
2024-01-09,Tampines Primary,P4-2,Farah Binte Ali,Present
2024-01-09,Tampines Primary,P4-2,Priscilla Koh,Present
2024-01-09,Tampines Primary,P4-2,Goh Wei Jie,Present
2024-01-09,Tampines Primary,P4-2,Tan Wei Ling,Present
2024-01-09,Tampines Primary,P4-2,Kiran Raj,Present
2024-01-09,Tampines Primary,P3-4,Cheryl Lim,Present
2024-01-09,Tampines Primary,P3-4,Samuel Goh,Present
2024-01-09,Tampines Primary,P3-4,Mohammed Irfan,Present
2024-01-09,Tampines Primary,P3-4,Evelyn Ong,Present
2024-01-09,Tampines Primary,P3-4,Quek Jun Hao,Present
2024-01-09,Tampines Primary,P3-4,Lakshmi Devi,Absent
2024-01-09,Tampines Primary,P3-4,Kiran Raj,Present
2024-01-09,Tampines Primary,P3-4,Nur Aisyah,Present
2024-01-10,Ai Tong School,P1-4,Nur Aisyah,Present
2024-01-10,Ai Tong School,P1-4,Cheryl Lim,Present
2024-01-10,Ai Tong School,P1-4,Isabelle Chua,Present
2024-01-10,Ai Tong School,P1-4,Quek Jun Hao,Present
2024-01-10,Ai Tong School,P1-4,Hannah Ng,Present
2024-01-10,Ai Tong School,P1-4,Samuel Goh,Present
2024-01-10,Ai Tong School,P1-4,Dinesh Kumar,Present
2024-01-10,Ai Tong School,P1-4,Benjamin Lee,Present
2024-01-10,Ai Tong School,P5-4,Tan Wei Ling,Present
2024-01-10,Ai Tong School,P5-4,Cheryl Lim,Absent
2024-01-10,Ai Tong School,P5-4,Hannah Ng,Present
2024-01-10,Ai Tong School,P5-4,Kiran Raj,Present
2024-01-10,Ai Tong School,P5-4,Dinesh Kumar,Present
2024-01-10,Ai Tong School,P5-4,Benjamin Lee,Present
2024-01-10,Ai Tong School,P5-4,Quek Jun Hao,Present
2024-01-10,Ai Tong School,P5-4,Lakshmi Devi,Present
2024-01-10,Raffles Institution,P2-4,Goh Wei Jie,Present
2024-01-10,Raffles Institution,P2-4,Isabelle Chua,Present
2024-01-10,Raffles Institution,P2-4,Benjamin Lee,Present
2024-01-10,Raffles Institution,P2-4,Dinesh Kumar,Present
2024-01-10,Raffles Institution,P2-4,Farah Binte Ali,Present
2024-01-10,Raffles Institution,P2-4,Evelyn Ong,Present
2024-01-10,Raffles Institution,P2-4,Lakshmi Devi,Present
2024-01-10,Raffles Institution,P2-4,Tan Wei Ling,Absent
2024-01-10,Raffles Institution,P5-4,Isabelle Chua,Present
2024-01-10,Raffles Institution,P5-4,Samuel Goh,Present
2024-01-10,Raffles Institution,P5-4,Benjamin Lee,Present
2024-01-10,Raffles Institution,P5-4,Rachel Tan,Present
2024-01-10,Raffles Institution,P5-4,Quek Jun Hao,Present
2024-01-10,Raffles Institution,P5-4,Javier Low,Present
2024-01-10,Raffles Institution,P5-4,Kiran Raj,Present
2024-01-10,Raffles Institution,P5-4,Lakshmi Devi,Present
2024-01-10,Henry Park Primary,P2-4,Samuel Goh,Present
2024-01-10,Henry Park Primary,P2-4,Cheryl Lim,Present
2024-01-10,Henry Park Primary,P2-4,Benjamin Lee,Present
2024-01-10,Henry Park Primary,P2-4,Lakshmi Devi,Present
2024-01-10,Henry Park Primary,P2-4,Kiran Raj,Present
2024-01-10,Henry Park Primary,P2-4,Isabelle Chua,Present
2024-01-10,Henry Park Primary,P2-4,Farah Binte Ali,Present
2024-01-10,Henry Park Primary,P2-4,Ong Kai Wen,Present
2024-01-10,Henry Park Primary,P3-1,Mohammed Irfan,Present
2024-01-10,Henry Park Primary,P3-1,Benjamin Lee,Present
2024-01-10,Henry Park Primary,P3-1,Hannah Ng,Present
2024-01-10,Henry Park Primary,P3-1,Priscilla Koh,Present
2024-01-10,Henry Park Primary,P3-1,Lakshmi Devi,Present
2024-01-10,Henry Park Primary,P3-1,Isabelle Chua,Present
2024-01-10,Henry Park Primary,P3-1,Nur Aisyah,Present
2024-01-10,Henry Park Primary,P3-1,Dinesh Kumar,Present
2024-01-11,Ai Tong School,P5-3,Mohammed Irfan,Present
2024-01-11,Ai Tong School,P5-3,Evelyn Ong,Present
2024-01-11,Ai Tong School,P5-3,Kiran Raj,Present
2024-01-11,Ai Tong School,P5-3,Samuel Goh,Present
2024-01-11,Ai Tong School,P5-3,Ong Kai Wen,Absent
2024-01-11,Ai Tong School,P5-3,Goh Wei Jie,Absent
2024-01-11,Ai Tong School,P5-3,Rachel Tan,Present
2024-01-11,Ai Tong School,P5-3,Quek Jun Hao,Present
2024-01-11,Ai Tong School,P1-2,Nur Aisyah,Present
2024-01-11,Ai Tong School,P1-2,Hannah Ng,Present
2024-01-11,Ai Tong School,P1-2,Tan Wei Ling,Present
2024-01-11,Ai Tong School,P1-2,Benjamin Lee,Present
2024-01-11,Ai Tong School,P1-2,Evelyn Ong,Present
2024-01-11,Ai Tong School,P1-2,Quek Jun Hao,Absent
2024-01-11,Ai Tong School,P1-2,Lakshmi Devi,Present
2024-01-11,Ai Tong School,P1-2,Javier Low,Absent
2024-01-11,CHIJ St Nicholas,P5-2,Isabelle Chua,Present
2024-01-11,CHIJ St Nicholas,P5-2,Nur Aisyah,Absent
2024-01-11,CHIJ St Nicholas,P5-2,Hannah Ng,Present
2024-01-11,CHIJ St Nicholas,P5-2,Priscilla Koh,Present
2024-01-11,CHIJ St Nicholas,P5-2,Goh Wei Jie,Absent
2024-01-11,CHIJ St Nicholas,P5-2,Ong Kai Wen,Present
2024-01-11,CHIJ St Nicholas,P5-2,Evelyn Ong,Present
2024-01-11,CHIJ St Nicholas,P5-2,Dinesh Kumar,Present
2024-01-11,CHIJ St Nicholas,P4-4,Samuel Goh,Present
2024-01-11,CHIJ St Nicholas,P4-4,Evelyn Ong,Absent
2024-01-11,CHIJ St Nicholas,P4-4,Rachel Tan,Present
2024-01-11,CHIJ St Nicholas,P4-4,Tan Wei Ling,Present
2024-01-11,CHIJ St Nicholas,P4-4,Benjamin Lee,Present
2024-01-11,CHIJ St Nicholas,P4-4,Farah Binte Ali,Present
2024-01-11,CHIJ St Nicholas,P4-4,Javier Low,Present
2024-01-11,CHIJ St Nicholas,P4-4,Nur Aisyah,Present
2024-01-11,Tampines Primary,P2-3,Kiran Raj,Present
2024-01-11,Tampines Primary,P2-3,Aidan Tan,Present
2024-01-11,Tampines Primary,P2-3,Tan Wei Ling,Present
2024-01-11,Tampines Primary,P2-3,Quek Jun Hao,Present
2024-01-11,Tampines Primary,P2-3,Goh Wei Jie,Present
2024-01-11,Tampines Primary,P2-3,Hannah Ng,Absent
2024-01-11,Tampines Primary,P2-3,Cheryl Lim,Present
2024-01-11,Tampines Primary,P2-3,Evelyn Ong,Present
2024-01-11,Tampines Primary,P5-4,Kiran Raj,Present
2024-01-11,Tampines Primary,P5-4,Rachel Tan,Present
2024-01-11,Tampines Primary,P5-4,Mohammed Irfan,Absent
2024-01-11,Tampines Primary,P5-4,Cheryl Lim,Absent
2024-01-11,Tampines Primary,P5-4,Farah Binte Ali,Present
2024-01-11,Tampines Primary,P5-4,Nur Aisyah,Present
2024-01-11,Tampines Primary,P5-4,Isabelle Chua,Absent
2024-01-11,Tampines Primary,P5-4,Samuel Goh,Present
2024-01-12,CHIJ St Nicholas,P3-4,Isabelle Chua,Present
2024-01-12,CHIJ St Nicholas,P3-4,Samuel Goh,Present
2024-01-12,CHIJ St Nicholas,P3-4,Javier Low,Present
2024-01-12,CHIJ St Nicholas,P3-4,Mohammed Irfan,Present
2024-01-12,CHIJ St Nicholas,P3-4,Rachel Tan,Present
2024-01-12,CHIJ St Nicholas,P3-4,Quek Jun Hao,Present
2024-01-12,CHIJ St Nicholas,P3-4,Goh Wei Jie,Present
2024-01-12,CHIJ St Nicholas,P3-4,Evelyn Ong,Present
2024-01-12,CHIJ St Nicholas,P3-3,Lakshmi Devi,Present
2024-01-12,CHIJ St Nicholas,P3-3,Farah Binte Ali,Present
2024-01-12,CHIJ St Nicholas,P3-3,Mohammed Irfan,Present
2024-01-12,CHIJ St Nicholas,P3-3,Hannah Ng,Present
2024-01-12,CHIJ St Nicholas,P3-3,Kiran Raj,Present
2024-01-12,CHIJ St Nicholas,P3-3,Ong Kai Wen,Present
2024-01-12,CHIJ St Nicholas,P3-3,Tan Wei Ling,Present
2024-01-12,CHIJ St Nicholas,P3-3,Evelyn Ong,Absent
2024-01-12,Raffles Institution,P2-1,Priscilla Koh,Present
2024-01-12,Raffles Institution,P2-1,Javier Low,Present
2024-01-12,Raffles Institution,P2-1,Ong Kai Wen,Present
2024-01-12,Raffles Institution,P2-1,Samuel Goh,Present
2024-01-12,Raffles Institution,P2-1,Tan Wei Ling,Present
2024-01-12,Raffles Institution,P2-1,Lakshmi Devi,Present
2024-01-12,Raffles Institution,P2-1,Rachel Tan,Present
2024-01-12,Raffles Institution,P2-1,Nur Aisyah,Present
2024-01-12,Raffles Institution,P2-3,Priscilla Koh,Present
2024-01-12,Raffles Institution,P2-3,Rachel Tan,Absent
2024-01-12,Raffles Institution,P2-3,Benjamin Lee,Present
2024-01-12,Raffles Institution,P2-3,Evelyn Ong,Absent
2024-01-12,Raffles Institution,P2-3,Samuel Goh,Present
2024-01-12,Raffles Institution,P2-3,Dinesh Kumar,Present
2024-01-12,Raffles Institution,P2-3,Nur Aisyah,Absent
2024-01-12,Raffles Institution,P2-3,Tan Wei Ling,Present
2024-01-12,Henry Park Primary,P3-2,Dinesh Kumar,Present
2024-01-12,Henry Park Primary,P3-2,Priscilla Koh,Present
2024-01-12,Henry Park Primary,P3-2,Tan Wei Ling,Present
2024-01-12,Henry Park Primary,P3-2,Javier Low,Present
2024-01-12,Henry Park Primary,P3-2,Samuel Goh,Present
2024-01-12,Henry Park Primary,P3-2,Mohammed Irfan,Absent
2024-01-12,Henry Park Primary,P3-2,Quek Jun Hao,Present
2024-01-12,Henry Park Primary,P3-2,Ong Kai Wen,Absent
2024-01-12,Henry Park Primary,P5-3,Tan Wei Ling,Present
2024-01-12,Henry Park Primary,P5-3,Mohammed Irfan,Present
2024-01-12,Henry Park Primary,P5-3,Aidan Tan,Present
2024-01-12,Henry Park Primary,P5-3,Dinesh Kumar,Present
2024-01-12,Henry Park Primary,P5-3,Priscilla Koh,Present
2024-01-12,Henry Park Primary,P5-3,Isabelle Chua,Present
2024-01-12,Henry Park Primary,P5-3,Kiran Raj,Present
2024-01-12,Henry Park Primary,P5-3,Rachel Tan,Present
2024-01-13,CHIJ St Nicholas,P4-2,Kiran Raj,Absent
2024-01-13,CHIJ St Nicholas,P4-2,Rachel Tan,Present
2024-01-13,CHIJ St Nicholas,P4-2,Mohammed Irfan,Present
2024-01-13,CHIJ St Nicholas,P4-2,Javier Low,Present
2024-01-13,CHIJ St Nicholas,P4-2,Ong Kai Wen,Present
2024-01-13,CHIJ St Nicholas,P4-2,Farah Binte Ali,Present
2024-01-13,CHIJ St Nicholas,P4-2,Dinesh Kumar,Present
2024-01-13,CHIJ St Nicholas,P4-2,Priscilla Koh,Present
2024-01-13,CHIJ St Nicholas,P3-4,Goh Wei Jie,Present
2024-01-13,CHIJ St Nicholas,P3-4,Cheryl Lim,Present
2024-01-13,CHIJ St Nicholas,P3-4,Aidan Tan,Present
2024-01-13,CHIJ St Nicholas,P3-4,Mohammed Irfan,Present
2024-01-13,CHIJ St Nicholas,P3-4,Benjamin Lee,Present
2024-01-13,CHIJ St Nicholas,P3-4,Kiran Raj,Present
2024-01-13,CHIJ St Nicholas,P3-4,Dinesh Kumar,Absent
2024-01-13,CHIJ St Nicholas,P3-4,Farah Binte Ali,Present
2024-01-13,Raffles Institution,P3-3,Priscilla Koh,Present
2024-01-13,Raffles Institution,P3-3,Farah Binte Ali,Present
2024-01-13,Raffles Institution,P3-3,Benjamin Lee,Present
2024-01-13,Raffles Institution,P3-3,Dinesh Kumar,Present
2024-01-13,Raffles Institution,P3-3,Mohammed Irfan,Present
2024-01-13,Raffles Institution,P3-3,Evelyn Ong,Absent
2024-01-13,Raffles Institution,P3-3,Javier Low,Present
2024-01-13,Raffles Institution,P3-3,Hannah Ng,Present
2024-01-13,Raffles Institution,P1-3,Dinesh Kumar,Absent
2024-01-13,Raffles Institution,P1-3,Hannah Ng,Present
2024-01-13,Raffles Institution,P1-3,Aidan Tan,Present
2024-01-13,Raffles Institution,P1-3,Goh Wei Jie,Present
2024-01-13,Raffles Institution,P1-3,Samuel Goh,Present
2024-01-13,Raffles Institution,P1-3,Cheryl Lim,Absent
2024-01-13,Raffles Institution,P1-3,Quek Jun Hao,Present
2024-01-13,Raffles Institution,P1-3,Nur Aisyah,Present
2024-01-13,Tampines Primary,P4-1,Dinesh Kumar,Present
2024-01-13,Tampines Primary,P4-1,Lakshmi Devi,Present
2024-01-13,Tampines Primary,P4-1,Isabelle Chua,Present
2024-01-13,Tampines Primary,P4-1,Ong Kai Wen,Present
2024-01-13,Tampines Primary,P4-1,Benjamin Lee,Present
2024-01-13,Tampines Primary,P4-1,Aidan Tan,Present
2024-01-13,Tampines Primary,P4-1,Priscilla Koh,Present
2024-01-13,Tampines Primary,P4-1,Goh Wei Jie,Present
2024-01-13,Tampines Primary,P4-4,Tan Wei Ling,Present
2024-01-13,Tampines Primary,P4-4,Samuel Goh,Present
2024-01-13,Tampines Primary,P4-4,Benjamin Lee,Present
2024-01-13,Tampines Primary,P4-4,Priscilla Koh,Present
2024-01-13,Tampines Primary,P4-4,Quek Jun Hao,Absent
2024-01-13,Tampines Primary,P4-4,Kiran Raj,Present
2024-01-13,Tampines Primary,P4-4,Mohammed Irfan,Present
2024-01-13,Tampines Primary,P4-4,Hannah Ng,Present
2024-01-14,Henry Park Primary,P1-4,Goh Wei Jie,Present
2024-01-14,Henry Park Primary,P1-4,Ong Kai Wen,Absent
2024-01-14,Henry Park Primary,P1-4,Samuel Goh,Present
2024-01-14,Henry Park Primary,P1-4,Tan Wei Ling,Present
2024-01-14,Henry Park Primary,P1-4,Isabelle Chua,Present
2024-01-14,Henry Park Primary,P1-4,Farah Binte Ali,Present
2024-01-14,Henry Park Primary,P1-4,Javier Low,Present
2024-01-14,Henry Park Primary,P1-4,Hannah Ng,Present
2024-01-14,Henry Park Primary,P4-1,Quek Jun Hao,Present
2024-01-14,Henry Park Primary,P4-1,Cheryl Lim,Present
2024-01-14,Henry Park Primary,P4-1,Kiran Raj,Present
2024-01-14,Henry Park Primary,P4-1,Ong Kai Wen,Present
2024-01-14,Henry Park Primary,P4-1,Tan Wei Ling,Present
2024-01-14,Henry Park Primary,P4-1,Farah Binte Ali,Present
2024-01-14,Henry Park Primary,P4-1,Hannah Ng,Present
2024-01-14,Henry Park Primary,P4-1,Benjamin Lee,Present
2024-01-14,Tampines Primary,P1-3,Evelyn Ong,Present
2024-01-14,Tampines Primary,P1-3,Ong Kai Wen,Absent
2024-01-14,Tampines Primary,P1-3,Hannah Ng,Present
2024-01-14,Tampines Primary,P1-3,Rachel Tan,Present
2024-01-14,Tampines Primary,P1-3,Benjamin Lee,Present
2024-01-14,Tampines Primary,P1-3,Tan Wei Ling,Present
2024-01-14,Tampines Primary,P1-3,Lakshmi Devi,Present
2024-01-14,Tampines Primary,P1-3,Mohammed Irfan,Present
2024-01-14,Tampines Primary,P3-3,Benjamin Lee,Present
2024-01-14,Tampines Primary,P3-3,Dinesh Kumar,Present
2024-01-14,Tampines Primary,P3-3,Quek Jun Hao,Present
2024-01-14,Tampines Primary,P3-3,Aidan Tan,Present
2024-01-14,Tampines Primary,P3-3,Priscilla Koh,Absent
2024-01-14,Tampines Primary,P3-3,Isabelle Chua,Present
2024-01-14,Tampines Primary,P3-3,Nur Aisyah,Present
2024-01-14,Tampines Primary,P3-3,Hannah Ng,Present
2024-01-14,Nan Chiau Primary,P3-2,Lakshmi Devi,Present
2024-01-14,Nan Chiau Primary,P3-2,Quek Jun Hao,Present
2024-01-14,Nan Chiau Primary,P3-2,Javier Low,Present
2024-01-14,Nan Chiau Primary,P3-2,Aidan Tan,Present
2024-01-14,Nan Chiau Primary,P3-2,Kiran Raj,Present
2024-01-14,Nan Chiau Primary,P3-2,Rachel Tan,Present
2024-01-14,Nan Chiau Primary,P3-2,Farah Binte Ali,Absent
2024-01-14,Nan Chiau Primary,P3-2,Goh Wei Jie,Present
2024-01-14,Nan Chiau Primary,P6-3,Aidan Tan,Present
2024-01-14,Nan Chiau Primary,P6-3,Cheryl Lim,Present
2024-01-14,Nan Chiau Primary,P6-3,Evelyn Ong,Present
2024-01-14,Nan Chiau Primary,P6-3,Isabelle Chua,Present
2024-01-14,Nan Chiau Primary,P6-3,Javier Low,Present
2024-01-14,Nan Chiau Primary,P6-3,Kiran Raj,Present
2024-01-14,Nan Chiau Primary,P6-3,Rachel Tan,Present
2024-01-14,Nan Chiau Primary,P6-3,Priscilla Koh,Present
2024-01-15,Raffles Institution,P4-4,Rachel Tan,Present
2024-01-15,Raffles Institution,P4-4,Javier Low,Present
2024-01-15,Raffles Institution,P4-4,Cheryl Lim,Present
2024-01-15,Raffles Institution,P4-4,Tan Wei Ling,Absent
2024-01-15,Raffles Institution,P4-4,Lakshmi Devi,Present
2024-01-15,Raffles Institution,P4-4,Farah Binte Ali,Present
2024-01-15,Raffles Institution,P4-4,Priscilla Koh,Present
2024-01-15,Raffles Institution,P4-4,Goh Wei Jie,Present
2024-01-15,Raffles Institution,P6-2,Kiran Raj,Present
2024-01-15,Raffles Institution,P6-2,Samuel Goh,Absent
2024-01-15,Raffles Institution,P6-2,Tan Wei Ling,Present
2024-01-15,Raffles Institution,P6-2,Aidan Tan,Present
2024-01-15,Raffles Institution,P6-2,Priscilla Koh,Present
2024-01-15,Raffles Institution,P6-2,Javier Low,Present
2024-01-15,Raffles Institution,P6-2,Lakshmi Devi,Present
2024-01-15,Raffles Institution,P6-2,Evelyn Ong,Absent
2024-01-15,Nan Chiau Primary,P3-2,Lakshmi Devi,Present
2024-01-15,Nan Chiau Primary,P3-2,Kiran Raj,Present
2024-01-15,Nan Chiau Primary,P3-2,Mohammed Irfan,Present
2024-01-15,Nan Chiau Primary,P3-2,Benjamin Lee,Present
2024-01-15,Nan Chiau Primary,P3-2,Rachel Tan,Present
2024-01-15,Nan Chiau Primary,P3-2,Hannah Ng,Present
2024-01-15,Nan Chiau Primary,P3-2,Ong Kai Wen,Present
2024-01-15,Nan Chiau Primary,P3-2,Goh Wei Jie,Present
2024-01-15,Nan Chiau Primary,P5-1,Priscilla Koh,Present
2024-01-15,Nan Chiau Primary,P5-1,Goh Wei Jie,Present
2024-01-15,Nan Chiau Primary,P5-1,Tan Wei Ling,Present
2024-01-15,Nan Chiau Primary,P5-1,Samuel Goh,Present
2024-01-15,Nan Chiau Primary,P5-1,Lakshmi Devi,Present
2024-01-15,Nan Chiau Primary,P5-1,Quek Jun Hao,Present
2024-01-15,Nan Chiau Primary,P5-1,Javier Low,Present
2024-01-15,Nan Chiau Primary,P5-1,Mohammed Irfan,Present
2024-01-15,CHIJ St Nicholas,P6-4,Samuel Goh,Present
2024-01-15,CHIJ St Nicholas,P6-4,Lakshmi Devi,Present
2024-01-15,CHIJ St Nicholas,P6-4,Dinesh Kumar,Present
2024-01-15,CHIJ St Nicholas,P6-4,Farah Binte Ali,Present
2024-01-15,CHIJ St Nicholas,P6-4,Benjamin Lee,Present
2024-01-15,CHIJ St Nicholas,P6-4,Ong Kai Wen,Present
2024-01-15,CHIJ St Nicholas,P6-4,Nur Aisyah,Absent
2024-01-15,CHIJ St Nicholas,P6-4,Hannah Ng,Present
2024-01-15,CHIJ St Nicholas,P3-1,Nur Aisyah,Present
2024-01-15,CHIJ St Nicholas,P3-1,Kiran Raj,Present
2024-01-15,CHIJ St Nicholas,P3-1,Cheryl Lim,Present
2024-01-15,CHIJ St Nicholas,P3-1,Dinesh Kumar,Present
2024-01-15,CHIJ St Nicholas,P3-1,Evelyn Ong,Present
2024-01-15,CHIJ St Nicholas,P3-1,Ong Kai Wen,Present
2024-01-15,CHIJ St Nicholas,P3-1,Lakshmi Devi,Present
2024-01-15,CHIJ St Nicholas,P3-1,Rachel Tan,Present
2024-01-16,Henry Park Primary,P1-2,Goh Wei Jie,Present
2024-01-16,Henry Park Primary,P1-2,Dinesh Kumar,Present
2024-01-16,Henry Park Primary,P1-2,Priscilla Koh,Present
2024-01-16,Henry Park Primary,P1-2,Benjamin Lee,Present
2024-01-16,Henry Park Primary,P1-2,Aidan Tan,Present
2024-01-16,Henry Park Primary,P1-2,Samuel Goh,Present
2024-01-16,Henry Park Primary,P1-2,Evelyn Ong,Absent
2024-01-16,Henry Park Primary,P1-2,Mohammed Irfan,Present
2024-01-16,Henry Park Primary,P4-1,Benjamin Lee,Present
2024-01-16,Henry Park Primary,P4-1,Priscilla Koh,Present
2024-01-16,Henry Park Primary,P4-1,Samuel Goh,Absent
2024-01-16,Henry Park Primary,P4-1,Quek Jun Hao,Present
2024-01-16,Henry Park Primary,P4-1,Goh Wei Jie,Present
2024-01-16,Henry Park Primary,P4-1,Mohammed Irfan,Present
2024-01-16,Henry Park Primary,P4-1,Farah Binte Ali,Present
2024-01-16,Henry Park Primary,P4-1,Lakshmi Devi,Present
2024-01-16,Raffles Institution,P5-1,Rachel Tan,Present
2024-01-16,Raffles Institution,P5-1,Dinesh Kumar,Present
2024-01-16,Raffles Institution,P5-1,Lakshmi Devi,Absent
2024-01-16,Raffles Institution,P5-1,Isabelle Chua,Present
2024-01-16,Raffles Institution,P5-1,Goh Wei Jie,Present
2024-01-16,Raffles Institution,P5-1,Tan Wei Ling,Present
2024-01-16,Raffles Institution,P5-1,Mohammed Irfan,Present
2024-01-16,Raffles Institution,P5-1,Priscilla Koh,Present
2024-01-16,Raffles Institution,P2-3,Dinesh Kumar,Absent
2024-01-16,Raffles Institution,P2-3,Benjamin Lee,Present
2024-01-16,Raffles Institution,P2-3,Aidan Tan,Present
2024-01-16,Raffles Institution,P2-3,Quek Jun Hao,Present
2024-01-16,Raffles Institution,P2-3,Farah Binte Ali,Present
2024-01-16,Raffles Institution,P2-3,Javier Low,Present
2024-01-16,Raffles Institution,P2-3,Evelyn Ong,Present
2024-01-16,Raffles Institution,P2-3,Mohammed Irfan,Present
2024-01-16,Tampines Primary,P1-1,Farah Binte Ali,Present
2024-01-16,Tampines Primary,P1-1,Dinesh Kumar,Present
2024-01-16,Tampines Primary,P1-1,Tan Wei Ling,Present
2024-01-16,Tampines Primary,P1-1,Nur Aisyah,Present
2024-01-16,Tampines Primary,P1-1,Priscilla Koh,Present
2024-01-16,Tampines Primary,P1-1,Aidan Tan,Present
2024-01-16,Tampines Primary,P1-1,Quek Jun Hao,Present
2024-01-16,Tampines Primary,P1-1,Hannah Ng,Present
2024-01-16,Tampines Primary,P1-2,Isabelle Chua,Present
2024-01-16,Tampines Primary,P1-2,Goh Wei Jie,Present
2024-01-16,Tampines Primary,P1-2,Priscilla Koh,Present
2024-01-16,Tampines Primary,P1-2,Cheryl Lim,Present
2024-01-16,Tampines Primary,P1-2,Rachel Tan,Present
2024-01-16,Tampines Primary,P1-2,Ong Kai Wen,Present
2024-01-16,Tampines Primary,P1-2,Samuel Goh,Present
2024-01-16,Tampines Primary,P1-2,Dinesh Kumar,Present
2024-01-17,Tampines Primary,P3-4,Dinesh Kumar,Present
2024-01-17,Tampines Primary,P3-4,Isabelle Chua,Present
2024-01-17,Tampines Primary,P3-4,Quek Jun Hao,Present
2024-01-17,Tampines Primary,P3-4,Goh Wei Jie,Present
2024-01-17,Tampines Primary,P3-4,Lakshmi Devi,Present
2024-01-17,Tampines Primary,P3-4,Javier Low,Present
2024-01-17,Tampines Primary,P3-4,Mohammed Irfan,Present
2024-01-17,Tampines Primary,P3-4,Tan Wei Ling,Present
2024-01-17,Tampines Primary,P6-3,Priscilla Koh,Present
2024-01-17,Tampines Primary,P6-3,Samuel Goh,Present
2024-01-17,Tampines Primary,P6-3,Kiran Raj,Present
2024-01-17,Tampines Primary,P6-3,Lakshmi Devi,Present
2024-01-17,Tampines Primary,P6-3,Cheryl Lim,Present
2024-01-17,Tampines Primary,P6-3,Goh Wei Jie,Present
2024-01-17,Tampines Primary,P6-3,Hannah Ng,Present
2024-01-17,Tampines Primary,P6-3,Rachel Tan,Present
2024-01-17,Raffles Institution,P6-2,Rachel Tan,Present
2024-01-17,Raffles Institution,P6-2,Ong Kai Wen,Present
2024-01-17,Raffles Institution,P6-2,Benjamin Lee,Present
2024-01-17,Raffles Institution,P6-2,Hannah Ng,Absent
2024-01-17,Raffles Institution,P6-2,Nur Aisyah,Present
2024-01-17,Raffles Institution,P6-2,Kiran Raj,Present
2024-01-17,Raffles Institution,P6-2,Evelyn Ong,Present
2024-01-17,Raffles Institution,P6-2,Cheryl Lim,Present
2024-01-17,Raffles Institution,P2-4,Dinesh Kumar,Present
2024-01-17,Raffles Institution,P2-4,Mohammed Irfan,Present
2024-01-17,Raffles Institution,P2-4,Cheryl Lim,Present
2024-01-17,Raffles Institution,P2-4,Hannah Ng,Present
2024-01-17,Raffles Institution,P2-4,Tan Wei Ling,Present
2024-01-17,Raffles Institution,P2-4,Priscilla Koh,Present
2024-01-17,Raffles Institution,P2-4,Javier Low,Present
2024-01-17,Raffles Institution,P2-4,Quek Jun Hao,Present
2024-01-17,Nan Chiau Primary,P6-1,Kiran Raj,Present
2024-01-17,Nan Chiau Primary,P6-1,Evelyn Ong,Present
2024-01-17,Nan Chiau Primary,P6-1,Aidan Tan,Present
2024-01-17,Nan Chiau Primary,P6-1,Cheryl Lim,Present
2024-01-17,Nan Chiau Primary,P6-1,Priscilla Koh,Present
2024-01-17,Nan Chiau Primary,P6-1,Hannah Ng,Present
2024-01-17,Nan Chiau Primary,P6-1,Dinesh Kumar,Present
2024-01-17,Nan Chiau Primary,P6-1,Isabelle Chua,Present
2024-01-17,Nan Chiau Primary,P3-4,Samuel Goh,Present
2024-01-17,Nan Chiau Primary,P3-4,Hannah Ng,Present
2024-01-17,Nan Chiau Primary,P3-4,Aidan Tan,Present
2024-01-17,Nan Chiau Primary,P3-4,Quek Jun Hao,Absent
2024-01-17,Nan Chiau Primary,P3-4,Rachel Tan,Present
2024-01-17,Nan Chiau Primary,P3-4,Dinesh Kumar,Present
2024-01-17,Nan Chiau Primary,P3-4,Priscilla Koh,Present
2024-01-17,Nan Chiau Primary,P3-4,Farah Binte Ali,Present
2024-01-18,CHIJ St Nicholas,P6-4,Kiran Raj,Present
2024-01-18,CHIJ St Nicholas,P6-4,Benjamin Lee,Present
2024-01-18,CHIJ St Nicholas,P6-4,Lakshmi Devi,Present
2024-01-18,CHIJ St Nicholas,P6-4,Hannah Ng,Present
2024-01-18,CHIJ St Nicholas,P6-4,Javier Low,Present
2024-01-18,CHIJ St Nicholas,P6-4,Goh Wei Jie,Present
2024-01-18,CHIJ St Nicholas,P6-4,Tan Wei Ling,Present
2024-01-18,CHIJ St Nicholas,P6-4,Samuel Goh,Present
2024-01-18,CHIJ St Nicholas,P5-3,Dinesh Kumar,Present
2024-01-18,CHIJ St Nicholas,P5-3,Nur Aisyah,Present
2024-01-18,CHIJ St Nicholas,P5-3,Evelyn Ong,Present
2024-01-18,CHIJ St Nicholas,P5-3,Cheryl Lim,Present
2024-01-18,CHIJ St Nicholas,P5-3,Benjamin Lee,Present
2024-01-18,CHIJ St Nicholas,P5-3,Mohammed Irfan,Present
2024-01-18,CHIJ St Nicholas,P5-3,Rachel Tan,Present
2024-01-18,CHIJ St Nicholas,P5-3,Lakshmi Devi,Present
2024-01-18,Nan Chiau Primary,P5-2,Samuel Goh,Present
2024-01-18,Nan Chiau Primary,P5-2,Farah Binte Ali,Present
