School,Student_ID,Name,Class,Gender,Date,Status,Reason,Absent
Temasek Secondary School,S1304,Faith Goh,Sec1-3,F,2024-09-11,Absent,Truancy,1
Anglican High School,S1305,Adele Lim,Sec1-4,F,2023-09-07,Present,,0
Singapore Chinese Girls' School,S1306,Jasmine Tan,Sec1-2,F,2025-10-20,Present,,0
Kent Ridge Secondary School,S1307,Gabriel Chua,Sec1-2,F,2022-01-25,Present,,0
Jurong Secondary School,S1308,Gabriel Chua,Sec5-3,M,2023-03-20,Absent,Truancy,1
Jurong Secondary School,S1309,Daniel Ong,Sec5-4,F,2023-01-29,Present,,0
Peicai Secondary School,S1310,Daphne Lee,Sec2-4,M,2025-03-22,Present,,0
Anglican High School,S1311,Adele Lim,Sec3-2,M,2023-08-31,Present,,0
Cedar Girls' Secondary School,S1312,Hannah Ong,Sec5-3,F,2022-10-25,Present,,0
CHIJ Katong Convent,S1313,Grace Lim,Sec5-4,F,2022-07-26,Absent,Truancy,1
Springfield Secondary School,S1314,Ethan Ng,Sec2-4,M,2025-07-07,Present,,0
Temasek Secondary School,S1315,Isabelle Ho,Sec5-1,M,2023-07-24,Present,,0
CHIJ Katong Convent,S1316,Gabriel Chua,Sec2-2,M,2025-01-05,Present,,0
Cedar Girls' Secondary School,S1317,Jayden Ho,Sec1-2,M,2023-10-02,Present,,0
Compassvale Secondary School,S1318,Adele Lim,Sec1-1,F,2025-03-16,Present,,0
St. Patrick's School,S1319,Isabelle Ho,Sec4-4,M,2024-12-16,Present,,0
Regent Secondary School,S1320,Lucas Tan,Sec3-4,F,2024-04-15,Present,,0
Holy Innocents' High School,S1321,Caleb Lim,Sec1-3,M,2024-09-12,Present,,0
Anglican High School,S1322,Marcus Teo,Sec2-4,F,2022-03-05,Present,,0
Fairfield Methodist Secondary School,S1323,Isabelle Ho,Sec5-1,F,2022-02-11,Present,,0
CHIJ Katong Convent,S1324,Caleb Lim,Sec1-4,M,2024-07-15,Present,,0
Yishun Town Secondary School,S1325,Isaac Koh,Sec1-2,F,2022-09-11,Absent,Unknown,1
Anglican High School,S1326,Faith Goh,Sec5-1,F,2025-05-15,Present,,0
Compassvale Secondary School,S1327,Daphne Lee,Sec4-2,F,2024-12-06,Absent,Truancy,1
Temasek Secondary School,S1328,Jasmine Tan,Sec3-4,F,2024-02-17,Present,,0
Bukit Merah Secondary School,S1329,Marcus Teo,Sec4-2,M,2024-02-13,Present,,0
St. Andrew's Secondary School,S1330,Jayden Ho,Sec4-4,M,2023-02-17,Present,,0
Anderson Secondary School,S1331,Ella Chua,Sec4-3,F,2024-09-07,Absent,Truancy,1
Peicai Secondary School,S1332,Hannah Ong,Sec2-2,M,2024-11-10,Absent,Unknown,1
Jurong Secondary School,S1333,Faith Goh,Sec3-4,F,2025-06-30,Present,,0
Temasek Secondary School,S1334,Adele Lim,Sec4-4,M,2023-01-01,Present,,0
Springfield Secondary School,S1335,Jasmine Tan,Sec2-3,F,2024-03-23,Present,,0
Hougang Secondary School,S1336,Benjamin Lee,Sec4-4,F,2025-07-12,Present,,0
Kent Ridge Secondary School,S1337,Aaron Tan,Sec1-1,F,2025-05-08,Present,,0
Anderson Secondary School,S1338,Ethan Ng,Sec3-3,M,2023-02-21,Absent,Medical Leave,1
Compassvale Secondary School,S1339,Jayden Ho,Sec3-2,F,2023-06-17,Late,,0
Fairfield Methodist Secondary School,S1340,Charlotte Ng,Sec1-3,F,2024-12-01,Present,,0
Peicai Secondary School,S1341,Aaron Tan,Sec4-4,F,2023-08-22,Present,,0
Anglican High School,S1342,Ethan Ng,Sec1-1,F,2025-06-14,Present,,0
St. Patrick's School,S1343,Isaac Koh,Sec5-1,M,2024-12-21,Absent,Truancy,1
Temasek Secondary School,S1344,Ethan Ng,Sec2-2,M,2022-01-23,Present,,0
Springfield Secondary School,S1345,Daphne Lee,Sec2-3,F,2022-11-17,Present,,0
Temasek Secondary School,S1346,Adele Lim,Sec3-3,M,2022-08-07,Present,,0
Hougang Secondary School,S1347,Caleb Lim,Sec4-1,M,2024-09-19,Present,,0
CHIJ Katong Convent,S1348,Daniel Ong,Sec2-2,F,2025-07-27,Present,,0
Fairfield Methodist Secondary School,S1349,Bella Tan,Sec1-4,M,2024-10-07,Present,,0
Dunman High School,S1350,Grace Lim,Sec4-1,M,2022-04-01,Absent,MC,1
St. Andrew's Secondary School,S1351,Caleb Lim,Sec3-3,F,2023-05-13,Absent,Other,1
Bedok Green Secondary School,S1352,Caleb Lim,Sec5-4,M,2023-05-24,Present,,0
St. Patrick's School,S1353,Ella Chua,Sec2-4,F,2025-09-21,Present,,0
Bukit Merah Secondary School,S1354,Caleb Lim,Sec1-4,M,2022-10-27,Absent,Truancy,1
St. Patrick's School,S1355,Jayden Ho,Sec5-4,F,2023-04-08,Late,,0
Jurong Secondary School,S1356,Gabriel Chua,Sec4-3,M,2022-04-19,Late,,0
St. Patrick's School,S1357,Daniel Ong,Sec4-1,F,2022-11-21,Present,,0
Maris Stella High School,S1358,Daniel Ong,Sec2-2,F,2023-09-09,Present,,0
St. Patrick's School,S1359,Grace Lim,Sec3-2,F,2024-11-26,Present,,0
St. Andrew's Secondary School,S1360,Ella Chua,Sec3-2,F,2024-09-19,Present,,0
Yishun Town Secondary School,S1361,Daphne Lee,Sec3-4,F,2025-02-23,Present,,0
Yishun Town Secondary School,S1362,Aaron Tan,Sec2-2,M,2025-02-11,Present,,0
Peicai Secondary School,S1363,Daniel Ong,Sec1-3,M,2025-08-13,Present,,0
Jurong Secondary School,S1364,Ethan Ng,Sec4-4,M,2022-04-06,Present,,0
Anderson Secondary School,S1365,Gabriel Chua,Sec1-3,F,2023-02-02,Absent,Truancy,1
Peicai Secondary School,S1366,Jasmine Tan,Sec5-1,F,2023-06-28,Absent,Medical Leave,1
Holy Innocents' High School,S1367,Gabriel Chua,Sec3-1,F,2023-01-01,Present,,0
Holy Innocents' High School,S1368,Daniel Ong,Sec5-4,M,2023-07-23,Present,,0
Anglican High School,S1369,Jayden Ho,Sec3-4,F,2025-05-22,Present,,0
Gan Eng Seng School,S1370,Jasmine Tan,Sec5-2,M,2024-03-16,Absent,Other,1
Anglican High School,S1371,Aaron Tan,Sec2-3,F,2024-12-13,Present,,0
Holy Innocents' High School,S1372,Isabelle Ho,Sec1-4,M,2022-09-01,Present,,0
Victoria School,S1373,Benjamin Lee,Sec5-3,F,2023-02-10,Present,,0
Zhonghua Secondary School,S1374,Caleb Lim,Sec2-2,F,2025-08-30,Present,,0
Victoria School,S1375,Daniel Ong,Sec4-2,M,2023-05-09,Absent,Family Matter,1
Bedok Green Secondary School,S1376,Grace Lim,Sec3-1,M,2023-02-25,Absent,Truancy,1
Jurong Secondary School,S1377,Ethan Ng,Sec4-4,M,2024-04-08,Absent,Other,1
Cedar Girls' Secondary School,S1378,Hannah Ong,Sec5-1,F,2025-08-24,Present,,0
Zhonghua Secondary School,S1379,Benjamin Lee,Sec1-3,F,2022-10-17,Present,,0
Regent Secondary School,S1380,Daniel Ong,Sec2-2,F,2025-05-23,Present,,0
Bedok Green Secondary School,S1381,Charlotte Ng,Sec2-3,M,2024-09-01,Present,,0
St. Patrick's School,S1382,Lucas Tan,Sec1-4,F,2024-02-09,Present,,0
Springfield Secondary School,S1383,Grace Lim,Sec5-3,M,2023-04-24,Absent,Medical Leave,1
Maris Stella High School,S1384,Daphne Lee,Sec1-1,M,2022-10-14,Present,,0
Kent Ridge Secondary School,S1385,Aaron Tan,Sec1-3,M,2022-10-10,Present,,0
Jurong Secondary School,S1386,Lucas Tan,Sec4-3,M,2025-10-31,Present,,0
Dunman High School,S1387,Aaron Tan,Sec5-3,M,2022-07-16,Present,,0
Gan Eng Seng School,S1388,Charlotte Ng,Sec4-1,F,2024-05-09,Present,,0
Holy Innocents' High School,S1389,Daphne Lee,Sec1-4,M,2024-09-25,Late,,0
Maris Stella High School,S1390,Bella Tan,Sec3-4,F,2025-05-13,Present,,0
Singapore Chinese Girls' School,S1391,Charlotte Ng,Sec5-4,M,2024-12-05,Present,,0
Temasek Secondary School,S1392,Bella Tan,Sec3-1,M,2024-03-12,Present,,0
Gan Eng Seng School,S1393,Daniel Ong,Sec1-3,F,2024-01-05,Present,,0
Zhonghua Secondary School,S1394,Caleb Lim,Sec3-3,F,2025-03-20,Present,,0
Hougang Secondary School,S1395,Caleb Lim,Sec1-3,M,2025-09-23,Present,,0
Zhonghua Secondary School,S1396,Gabriel Chua,Sec1-3,M,2024-05-09,Present,,0
Anglican High School,S1397,Ethan Ng,Sec4-1,F,2024-10-20,Present,,0
Cedar Girls' Secondary School,S1398,Caleb Lim,Sec1-1,M,2022-02-27,Present,,0
Bukit Merah Secondary School,S1399,Charlotte Ng,Sec1-3,M,2025-08-26,Present,,0
Jurong Secondary School,S1400,Marcus Teo,Sec5-1,M,2022-08-09,Present,,0
Clementi Town Secondary School,S1401,Adele Lim,Sec4-1,F,2022-02-15,Present,,0
Compassvale Secondary School,S1402,Ella Chua,Sec1-2,F,2025-02-05,Present,,0
Clementi Town Secondary School,S1403,Ella Chua,Sec5-4,M,2024-11-22,Present,,0
Dunman High School,S1404,Lucas Tan,Sec4-1,M,2024-07-11,Present,,0
Bukit Merah Secondary School,S1405,Isaac Koh,Sec4-4,M,2023-02-21,Present,,0
Anderson Secondary School,S1406,Daphne Lee,Sec3-2,F,2024-05-11,Present,,0
Gan Eng Seng School,S1407,Daphne Lee,Sec2-2,F,2024-06-15,Present,,0
Zhonghua Secondary School,S1408,Jasmine Tan,Sec1-2,M,2024-04-09,Absent,Truancy,1
St. Andrew's Secondary School,S1409,Lucas Tan,Sec5-4,F,2025-05-31,Absent,Truancy,1
Bukit Merah Secondary School,S1410,Gabriel Chua,Sec4-4,F,2025-09-12,Present,,0
Maris Stella High School,S1411,Isabelle Ho,Sec1-1,M,2024-06-19,Present,,0
Holy Innocents' High School,S1412,Lucas Tan,Sec5-1,F,2024-09-08,Present,,0
St. Patrick's School,S1413,Daphne Lee,Sec5-2,F,2025-09-17,Present,,0
St. Patrick's School,S1414,Aaron Tan,Sec4-3,F,2025-01-06,Present,,0
Anderson Secondary School,S1415,Aaron Tan,Sec1-4,M,2025-02-13,Absent,MC,1
Maris Stella High School,S1416,Gabriel Chua,Sec2-2,M,2024-04-21,Present,,0
CHIJ Katong Convent,S1417,Ethan Ng,Sec1-2,F,2024-07-05,Present,,0
Maris Stella High School,S1418,Ella Chua,Sec4-1,F,2024-12-17,Present,,0
Peicai Secondary School,S1419,Bella Tan,Sec1-3,F,2022-07-31,Absent,Truancy,1
Compassvale Secondary School,S1420,Hannah Ong,Sec1-4,F,2025-08-02,Present,,0
Kent Ridge Secondary School,S1421,Ella Chua,Sec1-4,F,2025-01-27,Present,,0
St. Andrew's Secondary School,S1422,Lucas Tan,Sec1-4,M,2024-08-02,Present,,0
Anderson Secondary School,S1423,Ella Chua,Sec5-1,F,2024-01-16,Absent,Truancy,1
Dunman High School,S1424,Hannah Ong,Sec5-1,M,2022-10-11,Present,,0
CHIJ Katong Convent,S1425,Ella Chua,Sec5-1,M,2023-12-22,Present,,0
Holy Innocents' High School,S1426,Jayden Ho,Sec3-3,F,2022-09-19,Present,,0
Bukit Merah Secondary School,S1427,Charlotte Ng,Sec2-3,F,2023-09-17,Present,,0
Springfield Secondary School,S1428,Ella Chua,Sec4-3,F,2024-12-14,Present,,0
Zhonghua Secondary School,S1429,Jayden Ho,Sec4-4,F,2024-03-30,Present,,0
Gan Eng Seng School,S1430,Daniel Ong,Sec1-1,F,2025-02-23,Present,,0
Peicai Secondary School,S1431,Benjamin Lee,Sec3-1,F,2023-02-25,Present,,0
Holy Innocents' High School,S1432,Daniel Ong,Sec5-2,F,2023-06-30,Present,,0
Maris Stella High School,S1433,Adele Lim,Sec5-2,F,2023-10-11,Present,,0
Compassvale Secondary School,S1434,Jayden Ho,Sec3-3,F,2024-12-15,Absent,Truancy,1
Peicai Secondary School,S1435,Aaron Tan,Sec5-2,M,2023-01-30,Present,,0
St. Andrew's Secondary School,S1436,Marcus Teo,Sec5-1,M,2024-12-29,Present,,0
Kent Ridge Secondary School,S1437,Lucas Tan,Sec1-3,F,2022-04-26,Present,,0
Compassvale Secondary School,S1438,Daphne Lee,Sec2-4,M,2022-07-18,Late,,0
St. Patrick's School,S1439,Jasmine Tan,Sec3-4,M,2025-09-10,Absent,Truancy,1
Bukit Merah Secondary School,S1440,Ella Chua,Sec3-4,M,2022-03-06,Present,,0
Maris Stella High School,S1441,Charlotte Ng,Sec5-3,F,2023-11-25,Present,,0
Temasek Secondary School,S1442,Adele Lim,Sec3-4,M,2022-11-06,Present,,0
Yishun Town Secondary School,S1443,Faith Goh,Sec5-1,F,2025-05-30,Late,,0
Gan Eng Seng School,S1444,Marcus Teo,Sec5-3,F,2025-04-06,Present,,0
St. Patrick's School,S1445,Jayden Ho,Sec5-2,F,2022-07-23,Present,,0
Holy Innocents' High School,S1446,Aaron Tan,Sec1-3,F,2025-10-10,Present,,0
Bukit Merah Secondary School,S1447,Daniel Ong,Sec4-3,F,2022-09-02,Absent,MC,1
Maris Stella High School,S1448,Gabriel Chua,Sec1-3,M,2023-08-07,Present,,0
Clementi Town Secondary School,S1449,Ella Chua,Sec2-3,F,2024-03-30,Present,,0
Holy Innocents' High School,S1450,Daphne Lee,Sec3-2,F,2024-01-19,Present,,0
Compassvale Secondary School,S1451,Charlotte Ng,Sec4-3,M,2023-04-08,Present,,0
CHIJ Katong Convent,S1452,Benjamin Lee,Sec3-1,M,2025-10-19,Absent,Sick,1
Maris Stella High School,S1453,Marcus Teo,Sec4-1,M,2022-11-08,Absent,Truancy,1
Jurong Secondary School,S1454,Bella Tan,Sec2-1,F,2024-10-05,Absent,Other,1
Regent Secondary School,S1455,Isabelle Ho,Sec3-3,F,2024-01-17,Late,,0
Regent Secondary School,S1456,Aaron Tan,Sec2-2,F,2025-01-11,Present,,0
Springfield Secondary School,S1457,Gabriel Chua,Sec1-3,M,2025-01-30,Present,,0
CHIJ Katong Convent,S1458,Lucas Tan,Sec3-3,M,2025-09-08,Present,,0
Anderson Secondary School,S1459,Ethan Ng,Sec1-2,F,2024-08-13,Present,,0
Clementi Town Secondary School,S1460,Lucas Tan,Sec2-1,F,2024-05-22,Present,,0
Maris Stella High School,S1461,Marcus Teo,Sec1-3,F,2022-11-05,Present,,0
Fairfield Methodist Secondary School,S1462,Daniel Ong,Sec2-3,M,2025-01-19,Present,,0
Singapore Chinese Girls' School,S1463,Ella Chua,Sec3-1,F,2024-09-14,Absent,Truancy,1
Fairfield Methodist Secondary School,S1464,Gabriel Chua,Sec2-2,M,2025-09-26,Present,,0
Yishun Town Secondary School,S1465,Hannah Ong,Sec3-3,M,2023-05-27,Late,,0
Nan Chiau High School,S1466,Hannah Ong,Sec2-2,F,2024-06-13,Absent,Other,1
Fairfield Methodist Secondary School,S1467,Ethan Ng,Sec2-4,F,2025-03-05,Present,,0
Hougang Secondary School,S1468,Isabelle Ho,Sec5-1,M,2023-01-25,Present,,0
Jurong Secondary School,S1469,Benjamin Lee,Sec5-1,F,2025-08-20,Present,,0
Yishun Town Secondary School,S1470,Isaac Koh,Sec3-1,F,2024-02-22,Present,,0
Bedok Green Secondary School,S1471,Daphne Lee,Sec2-3,M,2025-04-17,Present,,0
Maris Stella High School,S1472,Aaron Tan,Sec4-3,F,2024-02-18,Present,,0
Jurong Secondary School,S1473,Aaron Tan,Sec1-2,M,2023-02-02,Present,,0
Hougang Secondary School,S1474,Daniel Ong,Sec4-2,M,2024-12-27,Present,,0
St. Andrew's Secondary School,S1475,Marcus Teo,Sec4-2,M,2023-04-17,Late,,0
Temasek Secondary School,S1476,Hannah Ong,Sec5-3,F,2022-08-10,Present,,0
Jurong Secondary School,S1477,Isaac Koh,Sec2-1,F,2022-07-27,Present,,0
Cedar Girls' Secondary School,S1478,Daniel Ong,Sec5-3,M,2024-01-29,Present,,0
Dunman High School,S1479,Lucas Tan,Sec2-2,M,2022-02-10,Late,,0
Nan Chiau High School,S1480,Charlotte Ng,Sec2-3,F,2024-12-14,Present,,0
Kent Ridge Secondary School,S1481,Jayden Ho,Sec2-3,F,2022-09-15,Absent,MC,1
Yishun Town Secondary School,S1482,Caleb Lim,Sec5-1,M,2023-05-12,Present,,0
Zhonghua Secondary School,S1483,Daphne Lee,Sec4-3,M,2022-10-01,Late,,0
Gan Eng Seng School,S1484,Ella Chua,Sec3-2,F,2022-04-26,Absent,Truancy,1
Bedok Green Secondary School,S1485,Jayden Ho,Sec4-1,F,2023-03-29,Absent,Truancy,1
Bukit Merah Secondary School,S1486,Lucas Tan,Sec4-1,M,2024-04-27,Absent,Truancy,1
Regent Secondary School,S1487,Lucas Tan,Sec5-3,F,2025-04-28,Absent,Unknown,1
CHIJ Katong Convent,S1488,Bella Tan,Sec1-2,M,2025-02-04,Absent,Truancy,1
Anglican High School,S1489,Daphne Lee,Sec3-2,F,2024-09-03,Present,,0
Holy Innocents' High School,S1490,Bella Tan,Sec4-2,M,2024-09-11,Present,,0
Bukit Merah Secondary School,S1491,Gabriel Chua,Sec3-1,F,2022-01-20,Present,,0
Maris Stella High School,S1492,Marcus Teo,Sec2-4,F,2025-03-29,Absent,Unknown,1
Jurong Secondary School,S1493,Caleb Lim,Sec1-4,F,2023-10-07,Absent,MC,1
Dunman High School,S1494,Jayden Ho,Sec5-4,F,2024-02-07,Present,,0
CHIJ Katong Convent,S1495,Ella Chua,Sec2-2,F,2023-07-06,Present,,0
Kent Ridge Secondary School,S1496,Daphne Lee,Sec5-4,F,2023-12-14,Present,,0
Regent Secondary School,S1497,Grace Lim,Sec2-3,M,2022-07-30,Present,,0
Yishun Town Secondary School,S1498,Isabelle Ho,Sec3-2,M,2025-03-03,Present,,0
Yishun Town Secondary School,S1499,Caleb Lim,Sec4-3,M,2023-04-04,Present,,0
Springfield Secondary School,S1500,Aaron Tan,Sec4-3,M,2024-08-03,Absent,Sick,1
Compassvale Secondary School,S1501,Isabelle Ho,Sec2-3,F,2023-09-28,Present,,0
Gan Eng Seng School,S1502,Caleb Lim,Sec3-2,F,2023-02-15,Absent,Sick,1
Singapore Chinese Girls' School,S1503,Grace Lim,Sec2-4,M,2023-08-17,Absent,Medical Leave,1
St. Andrew's Secondary School,S1504,Daniel Ong,Sec3-2,M,2023-10-08,Present,,0
Maris Stella High School,S1505,Caleb Lim,Sec4-2,F,2024-02-14,Present,,0
Compassvale Secondary School,S1506,Ella Chua,Sec1-2,F,2023-04-03,Absent,MC,1
Presbyterian High School,S1507,Jayden Ho,Sec2-4,F,2023-07-13,Present,,0
Jurong Secondary School,S1508,Adele Lim,Sec1-3,M,2025-02-06,Absent,Truancy,1
Zhonghua Secondary School,S1509,Hannah Ong,Sec3-1,M,2022-03-05,Present,,0
Springfield Secondary School,S1510,Benjamin Lee,Sec4-4,F,2025-01-22,Present,,0
Jurong Secondary School,S1511,Bella Tan,Sec3-2,M,2024-10-04,Present,,0
Regent Secondary School,S1512,Daphne Lee,Sec1-3,F,2024-12-27,Late,,0
Temasek Secondary School,S1513,Jasmine Tan,Sec5-2,F,2022-10-26,Present,,0
Bukit Merah Secondary School,S1514,Jasmine Tan,Sec1-2,M,2023-11-05,Present,,0
Presbyterian High School,S1515,Aaron Tan,Sec1-4,M,2022-01-19,Present,,0
Clementi Town Secondary School,S1516,Gabriel Chua,Sec4-4,F,2023-10-27,Present,,0
Anglican High School,S1517,Grace Lim,Sec5-4,M,2024-11-27,Absent,Truancy,1
Fairfield Methodist Secondary School,S1518,Caleb Lim,Sec3-2,M,2025-09-16,Absent,Truancy,1
Bedok Green Secondary School,S1519,Daphne Lee,Sec2-2,M,2025-05-29,Present,,0
Yishun Town Secondary School,S1520,Jasmine Tan,Sec5-1,M,2022-11-19,Present,,0
Holy Innocents' High School,S1521,Charlotte Ng,Sec2-2,M,2022-02-21,Present,,0
Cedar Girls' Secondary School,S1522,Ella Chua,Sec5-1,F,2023-04-17,Absent,Truancy,1
Cedar Girls' Secondary School,S1523,Hannah Ong,Sec3-2,F,2024-01-21,Present,,0
Cedar Girls' Secondary School,S1524,Gabriel Chua,Sec5-2,M,2022-08-24,Present,,0
Yishun Town Secondary School,S1525,Gabriel Chua,Sec1-3,F,2023-04-29,Present,,0
Yishun Town Secondary School,S1526,Daphne Lee,Sec5-2,F,2022-03-22,Present,,0
Singapore Chinese Girls' School,S1527,Jayden Ho,Sec3-4,M,2023-07-19,Late,,0
Presbyterian High School,S1528,Lucas Tan,Sec4-1,M,2022-06-09,Absent,MC,1
Regent Secondary School,S1529,Hannah Ong,Sec2-3,F,2022-06-26,Present,,0
Dunman High School,S1530,Isaac Koh,Sec5-3,F,2024-09-04,Absent,Truancy,1
Bukit Merah Secondary School,S1531,Aaron Tan,Sec2-4,M,2024-01-04,Absent,Family Matter,1
Regent Secondary School,S1532,Charlotte Ng,Sec4-2,M,2024-01-10,Present,,0
Holy Innocents' High School,S1533,Isabelle Ho,Sec2-4,F,2023-01-05,Absent,Family Matter,1
Presbyterian High School,S1534,Adele Lim,Sec4-1,F,2025-08-22,Present,,0
Jurong Secondary School,S1535,Lucas Tan,Sec3-4,F,2022-08-15,Absent,Truancy,1
Victoria School,S1536,Daphne Lee,Sec3-1,F,2022-04-24,Present,,0
Kent Ridge Secondary School,S1537,Isaac Koh,Sec2-3,F,2022-12-01,Present,,0
St. Patrick's School,S1538,Benjamin Lee,Sec2-3,M,2025-06-22,Present,,0
Cedar Girls' Secondary School,S1539,Caleb Lim,Sec5-4,F,2024-06-09,Present,,0
Yishun Town Secondary School,S1540,Ella Chua,Sec4-2,F,2023-11-14,Present,,0
Regent Secondary School,S1541,Faith Goh,Sec2-4,M,2023-01-03,Absent,Sick,1
Anglican High School,S1542,Lucas Tan,Sec3-3,M,2024-02-18,Present,,0
Kent Ridge Secondary School,S1543,Grace Lim,Sec1-3,F,2023-06-11,Late,,0
Nan Chiau High School,S1544,Marcus Teo,Sec3-3,F,2023-06-30,Present,,0
Gan Eng Seng School,S1545,Jasmine Tan,Sec1-3,F,2024-07-10,Present,,0
Gan Eng Seng School,S1546,Daniel Ong,Sec4-3,M,2022-10-04,Late,,0
Jurong Secondary School,S1547,Ethan Ng,Sec1-3,F,2022-07-18,Absent,Truancy,1
Victoria School,S1548,Ella Chua,Sec4-2,F,2022-04-12,Absent,Other,1
Anderson Secondary School,S1549,Isabelle Ho,Sec1-2,F,2023-09-30,Present,,0
Springfield Secondary School,S1550,Adele Lim,Sec4-4,F,2025-10-24,Present,,0
Yishun Town Secondary School,S1551,Jayden Ho,Sec2-4,M,2024-06-27,Present,,0
Zhonghua Secondary School,S1552,Isabelle Ho,Sec2-2,F,2025-08-11,Absent,Sick,1
Victoria School,S1553,Adele Lim,Sec5-4,M,2023-12-28,Late,,0
CHIJ Katong Convent,S1554,Bella Tan,Sec3-2,M,2022-02-18,Present,,0
Compassvale Secondary School,S1555,Aaron Tan,Sec4-1,F,2022-03-19,Present,,0
Springfield Secondary School,S1556,Aaron Tan,Sec5-3,F,2024-01-23,Present,,0
CHIJ Katong Convent,S1557,Daphne Lee,Sec3-1,M,2025-07-10,Absent,Family Matter,1
Anderson Secondary School,S1558,Faith Goh,Sec5-4,F,2025-10-04,Present,,0
Gan Eng Seng School,S1559,Grace Lim,Sec4-2,M,2022-08-19,Present,,0
Yishun Town Secondary School,S1560,Isabelle Ho,Sec4-2,M,2025-02-14,Present,,0
Regent Secondary School,S1561,Isabelle Ho,Sec1-1,F,2024-07-21,Present,,0
Compassvale Secondary School,S1562,Daphne Lee,Sec1-1,F,2023-12-28,Present,,0
Nan Chiau High School,S1563,Faith Goh,Sec3-4,M,2024-05-26,Present,,0
Dunman High School,S1564,Marcus Teo,Sec4-4,M,2024-05-04,Absent,Truancy,1
Yishun Town Secondary School,S1565,Caleb Lim,Sec4-1,M,2023-11-07,Late,,0
Dunman High School,S1566,Ethan Ng,Sec3-4,F,2024-06-15,Present,,0
Kent Ridge Secondary School,S1567,Lucas Tan,Sec5-2,F,2022-05-13,Present,,0
St. Patrick's School,S1568,Grace Lim,Sec1-1,F,2024-06-03,Present,,0
Yishun Town Secondary School,S1569,Marcus Teo,Sec4-4,M,2023-11-16,Present,,0
Kent Ridge Secondary School,S1570,Hannah Ong,Sec5-1,M,2022-09-12,Present,,0
Jurong Secondary School,S1571,Jayden Ho,Sec4-2,F,2024-08-27,Present,,0
Kent Ridge Secondary School,S1572,Faith Goh,Sec3-4,F,2025-04-13,Present,,0
Kent Ridge Secondary School,S1573,Caleb Lim,Sec4-1,F,2024-10-27,Absent,Truancy,1
Nan Chiau High School,S1574,Ethan Ng,Sec2-3,F,2023-02-13,Present,,0
Kent Ridge Secondary School,S1575,Benjamin Lee,Sec3-4,F,2024-05-01,Present,,0
Kent Ridge Secondary School,S1576,Charlotte Ng,Sec4-3,M,2025-03-25,Present,,0
Peicai Secondary School,S1577,Faith Goh,Sec2-2,M,2025-09-24,Absent,Truancy,1
Anglican High School,S1578,Adele Lim,Sec5-3,M,2024-11-14,Present,,0
Bukit Merah Secondary School,S1579,Isabelle Ho,Sec2-1,M,2025-06-27,Absent,Truancy,1
Yishun Town Secondary School,S1580,Aaron Tan,Sec5-3,M,2024-05-10,Absent,Family Matter,1
Kent Ridge Secondary School,S1581,Adele Lim,Sec1-2,F,2024-06-15,Absent,Family Matter,1
Bedok Green Secondary School,S1582,Daniel Ong,Sec2-4,F,2022-06-12,Late,,0
Nan Chiau High School,S1583,Caleb Lim,Sec4-1,M,2024-02-25,Absent,Truancy,1
Nan Chiau High School,S1584,Daniel Ong,Sec4-3,F,2024-09-09,Present,,0
Dunman High School,S1585,Bella Tan,Sec5-4,M,2022-05-29,Present,,0
Kent Ridge Secondary School,S1586,Lucas Tan,Sec4-2,F,2024-08-30,Absent,Truancy,1
St. Patrick's School,S1587,Bella Tan,Sec2-3,F,2022-06-29,Absent,Unknown,1
Cedar Girls' Secondary School,S1588,Daphne Lee,Sec1-1,M,2023-05-07,Present,,0
Gan Eng Seng School,S1589,Lucas Tan,Sec5-4,F,2025-01-14,Present,,0
Zhonghua Secondary School,S1590,Bella Tan,Sec4-3,F,2023-01-05,Present,,0
Presbyterian High School,S1591,Isaac Koh,Sec4-1,F,2023-02-07,Present,,0
Jurong Secondary School,S1592,Bella Tan,Sec4-4,F,2025-01-24,Present,,0
Hougang Secondary School,S1593,Jayden Ho,Sec3-4,F,2023-11-26,Late,,0
Presbyterian High School,S1594,Aaron Tan,Sec2-2,M,2024-12-24,Present,,0
Temasek Secondary School,S1595,Gabriel Chua,Sec1-4,F,2023-06-04,Present,,0
Springfield Secondary School,S1596,Isabelle Ho,Sec1-2,M,2024-10-18,Present,,0
St. Andrew's Secondary School,S1597,Grace Lim,Sec5-2,M,2023-03-22,Present,,0
Anderson Secondary School,S1598,Charlotte Ng,Sec3-2,M,2024-08-28,Absent,Unknown,1
Victoria School,S1599,Jayden Ho,Sec2-3,F,2023-04-05,Present,,0
Fairfield Methodist Secondary School,S1600,Ethan Ng,Sec3-3,M,2025-06-26,Present,,0
Temasek Secondary School,S1601,Adele Lim,Sec5-1,M,2025-10-21,Present,,0
Victoria School,S1602,Grace Lim,Sec3-4,F,2023-03-21,Present,,0
